"Product","Brand","Ingredients","Price","Rev_score","Size","Rev_count"
"Halo Hydrating Powder Foundation","Smashbox","Mica, Ethylhexyl Palmitate, Coco-Caprylate/Caprate, Polymethylsilsesquioxane, Hdi/Trimethylol Hexyllactone Crosspolymer, Zinc Stearate, Synthetic Wax, Water\Aqua\Eau, Hydroxylated Lecithin, Lycium Barbarum Fruit Extract, Peat Extract, Gold, Palmitoyl Hexapeptide-14, Silica, Polyethylene, Dimethylacrylamide/Acrylic Acid/Polystyrene Ethyl Methacrylate Copolymer, Barium Sulfate, Dimethyl Isosorbide, Hexylene Glycol, Caprylyl Glycol, Butylene Glycol, Ethoxydiglycol, Disodium EDTA, Sodium Dehydroacetate, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate. May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Manganese Violet (Ci 77742), Yellow 5 Lake (Ci 19140).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",49,91,0.5,495
"Bare With Me Hydrating Jelly Primer","NYX Professional Makeup","Water/Aqua/Eau, Glycerin, Butylene Glycol, Peg-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether, Aloe Barbadensis Leaf Juice Powder, Cucumber Fruit Extract / Cucumis Sativus Fruit Extract, Potassium Laurate, Disodium EDTA, Propylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Tocopherol, Phenoxyethanol.",17,83,1.41,38
"Stay Matte Oil-Free Makeup","Clinique","Water / Aqua / Eau, Methyl Trimethicone, Butylene Glycol, Neopentyl Glycol Diheptanoate, Dimethicone, Trimethylsiloxysilicate, Nylon-12, Silica, Laminaria Saccharina Extract, Salix Alba (Willow) Bark Extract, Aloe Barbadensis Leaf Extract, Cholesterol, Glycerin, Zinc Stearate, PEG-10 Dimethicone, Caffeine, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Lecithin, Disteardimonium Hectorite, Dimethicone / PEG-10 / 15 Crosspolymer, Tocopheryl Acetate, Phenyl Trimethicone, Triethoxycaprylylsilane, Laureth-7, Magnesium Aluminum Silicate, Potassium Sorbate, Sorbic Acid, Sodium Dehydroacetate, Triethyl Citrate, Hydroxyapatite, Xanthan Gum, Sodium Chloride, Alcohol, Dipropylene Glycol, Disodium EDTA, Sodium Citrate, Sodium Hyaluronate, Nylon-6, Chlorphenesin, Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Mica.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",28.5,89,1,570
"bareSkin Perfecting Veil","BareMinerals","Silica, Zinc Stearate, Caprylic/Capric Triglyceride, Coco-Caprylate/Caprate, Jojoba Esters, Magnesium Stearate, Maltodextrin, Syringa Vulgaris (Lilac) Leaf Cell Culture Extract, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Sodium Hyaluronate, Tocopherol, Chlorphenesin. May Contain: Mica, Iron Oxides (CI 77491, CI 77492, CI 77499).",27,89,0.3,550
"Gen Nude Powder Blush","BareMinerals","Pink Me Up: Synthetic Fluorphlogopite, Diisostearyl Malate, Dipentaerythrityl Hexahydroxystearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Lauroyl Lysine, Triethylhexanoin, Sorbitan Sesquiisostearate, Hydrogen Dimethicone, Dimethicone, Tocopherol, Barium Sulfate, Silica, Alumina, Tin Oxide, Chlorphenesin. May Contain : Mica, Carmine (CI 75470), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850).",24,89,0.21,66
"16HR Camo Concealer","e.l.f. Cosmetics","Water (Aqua), Cyclopentasiloxane, Acrylates Crosspolymer, Butylene Glycol, PEG-10 Dimethicone, Trimethylsiloxysilicate, Cetyl PEG/PPG-10/1 Dimethicone, Sodium Chloride, Persea Gratissima (Avocado) Oil, Kaolin, Silica, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Acrylates/Dimethicone Copolymer, Polyhydroxystearic Acid, Triethoxycaprylylsilane, Caprylyl Glycol, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",6,78,0.2,490
"Leg and Body Makeup","Dermablend","Active: Octisalate 3.2%, Octocrylene 6%. Inactive: Water, Cylopentasiloxane, Isododecane, Isononyl Isononanoate, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Magnesium Sulfate, Polyglyceryl-4 Isostearate, Dimethicone/PEG-10/15 Crosspolymer, Disodium Stearoyl Glutamate, Disteardimonium Hectorite, Phenoxyethanol, Polybutene, Methylparaben, Alcohol Denat., Chlorphenesin, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride, Copolymer, Butylparaben, Aluminum Hydroxide, Sodium Hyaluronate, Isobutane, Dipropylene Glycol, Sodium Citrate, Tocopherol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate; May Contain Titanium Dioxide, Iron Oxides.",34,81,3.4,151
"Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30","Clinique","Active: Octinoxate 7.50%, Octisalate 5.00%, Titanium Dioxide 5.20%, Zinc Oxide 3.20%.

Inactive: Water / Aqua / Eau, Squalane, Octyldodecyl Neopentanoate, Butylene Glycol, Propanediol, Glyceryl Stearate, Behenyl Alcohol, PEG-40 Stearate, Polyglyceryl-10 Pentastearate, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Trehalose, Caffeine, Glycerin, Linoleic Acid, Lecithin, Stearic Acid, Hydrogenated Lecithin, Sorbitol, Polyglyceryl-6 Polyricinoleate, Tocopheryl Acetate, Ammonium Acryloyldimethyltaurate / VP Copolymer, Sodium Stearoyl Lactylate, Sodium Hyaluronate, Tetrahexyldecyl Ascorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isopropyl Titanium Triisostearate, Synthetic Fluorphlogopite, Xanthan Gum, Silica, Alumina, Sodium Dehydroacetate, Tin Oxide, Disodium EDTA, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",39.5,85,1.4,239
"Blended Face Powder & Brush","Clinique","Talc, Silica, Kaolin, Magnesium Carbonate, HDI / PPG / Polycaprolactone Crosspolymer, Squalane, Zinc Stearate, Sorbitan Sesquioleate, Caprylyl Glycol, Hexylene Glycol, Triethoxycaprylylsilane, Phenoxyethanol.

May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891), Mica, Ferric Ferrocyanide (CI 77510), Carmine (CI 75470), Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",28.5,89,1.2,335
"Online Only Summer Lights Face Palette","NARS","Rainwater: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Titanium Dioxide Glyceryl Oleate, Polybutene, Hexylene Glycol, Tin Oxide, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).

Hibiscus: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Phenoxyethanol. May Contain: Glyceryl Oleate, Polybutene, Aluminum Hydroxide, Hexylene Glycol, Tin Oxide, Citric Acid, Caprylyl Glycol, Yellow 5 Lake (CI 19140)], Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).

Papeete: Talc, Dimethiconol Stearate, Aluminum Hydroxide, Dimethicone, Lauroyl Lysine, Diisostearyl Malate, Octyldodecyl Stearoyl Stearate, Mica, Titanium Dioxide (CI 77891), Zinc Stearate, Hexylene Glycol, Caprylyl Glycol, Potassium Sorbate, Phenoxyethanol. May Contain: Lake (CI 19140), Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Ultramarines (CI 77007), Yellow 5.

Hei: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Synthetic Fluorphlogopite, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Polybutene, Hexylene Glycol, Tin Oxide, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77499).

Paper Flower: Talc, Polymethylsilsesquioxane, Octyldodecyl Stearoyl Stearate, Dimethicone, Zinc Stearate, Dimethiconol Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Synthetic Fluorphlogopite, Aluminum Hydroxide, Polybutene, Tin Oxide, Hexylene Glycol, Citric Acid, Caprylyl Glycol, Phenoxyethan.

Destination Unknown: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Isostearyl Neopentanoate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Polybutene, Isopropyl Isostearate, Hexylene Glycol, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).",59,NA,0.94,NA
"Acne Solutions Liquid Makeup","Clinique","Methyl Trimethicone, Water / Aqua / Eau, Dipropylene Glycol, Alcohol Denat., Nylon-12, Butylene Glycol, Talc, PEG-10 Dimethicone, Dimethicone, Trimethylsiloxysilicate, Silica, Laminaria Saccharina Extract, Calcium Stearate, Isononyl Isononanoate, Caffeine, Glycerin, Hydroxyapatite, Dimethicone / PEG-10 / 15 Crosspolymer, Sorbitan Sesquioleate, Dimethicone / Vinyl Dimethicone Crosspolymer, Triethoxycaprylylsilane, Quaternium-90 Bentonite, 10-Hydroxydecanoic Acid, Lecithin, Tocopherol, Sodium Chloride, Tromethamine, Propylene Carbonate, Alumina, Disodium EDTA, Sodium Citrate, Phenoxyethanol.

May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",29.5,90,1,420
"Gripping Primer + Firming","COVER FX","Water/Aqua/Eau, Polysorbate 80, Isopentyldiol, Peg-150 Distearate, Glycerin, Dimethicone, Sucrose Stearate, Phenoxyethanol, Hydroxyethylcellulose, Pvp, Hydrogenated Lecithin, Caprylyl Glycol, Chlorphenesin, Dimethicone/Vinyl Dimethicone Crosspolymer, Disodium Edta, Macrocystis Pyrifera (Kelp) Extract, Chlorella Vulgaris Extract, Hydrolyzed Vegetable Protein, Saccharide Isomerate.",38,95,1,47
"Hello Happy Soft Blur Foundation SPF 15","Benefit Cosmetics","Aqua (Water), Phenyl Trimethicone, Alcohol Denat., Dimethicone, Isododecane, Ethylhexyl Methoxycinnamate, Silica, Butylene Glycol, PEG-10 Dimethicone, Titanium Dioxide, Methyl Methacrylate Crosspolymer, Polymethylsilsesquioxane, Mica, Sodium Chloride, Dimethicone/PEG-10/15 Crosspolymer, Isohexadecane, Squalane, Potassium Sorbate, Sodium Dehydroacetate, Disodium Stearoyl Glutamate, Tocopheryl Acetate, Isopropyl Titanium Triisostearate, Aluminum Hydroxide, Dipropylene Glycol, Butyrospermum Parkii (Shea) Seedcake Extract, Sodium Citrate, Tocopherol. May Contain: CI 77163 (Bismuth Oxychloride), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",30,80,1,453
"Pores No More Pore Refiner Primer","Dr. Brandt","Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl PEG/PPG-18/18 Methicone, PEG/PPG-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",45,89,1,262
"Timeless Smoothing Primer","Tarte","Cyclopentasiloxane, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Hydrogenated Vegetable Oil, Pentaerythrityl Tetraisostearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Mica, Peg-10 Dimethicone, Silica Dimethyl Silylate, PPG-25-Laureth-25, Disteardimonium Hectorite, Silica, Phenoxyethanol, Trimethylsiloxysilicate, Triethoxycaprylylsilane, Tocopheryl Acetate, Aqua/Water/Eau, Sodium Cocoyl Alaninate, Hydrolyzed Collagen, Hydrolyzed Elastin, Rutin, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Phaseolus Lunatus (Green Bean) Seed Extract, Cetyl Hydroxyethylcellulose, Butylene Glycol, Propylene Glycol, Ascorbyl Palmitate, Glyceryl Stearate, Citric Acid, Hexyl Cinnamal, Hydroxycitronellal, Citral, Limonene, Linalool, Parfum/Fragrance, Diethylhexyl Syringylidenemalonate, Caprylic/Capric Glycerides, Titanium Dioxide (CI 77891), Carmine (CI 75470).",39,83,0.5,672
"Ultimate Coverage 24 Hour Foundation","BECCA","Dimethicone, Water\Aqua\Eau, Phenyl Trimethicone, Trimethylsiloxysilicate, PEG/PPG-18/18 Dimethicone, Aluminum Starch Octenylsuccinate, Butylene Glycol, Isononyl Isononanoate, Silica Dimethicone Silylate, Isododecane, Sodium Chloride, Glycerin, Dimer Dilinoleyl Dimer Dilinoleate, Methicone, Glyceryl Caprylate, Calcium Carbonate, Sorbitan Sesquioleate, Trihydroxystearin, Polysilicone-11, Dimethicone Crosspolymer, Methylpropanediol, Caprylhydroxamic Acid, Talc, Disodium EDTA, Potassium Sorbate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Iron Oxides (CI 77491), Iron Oxides (CI 77499).",44,83,1,558
"Nudies Bloom","NUDESTIX","Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Polybutene, Ceresin , Octyldodecanol, Synthetic Wax, Caprylic/Capric Triglyceride, Paraffin, C12-15 Alkyl Benzoate, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Microcrystalline Wax, Sorbitan Sesquioleate, Polyhydroxystearic Acid, Ethylene/Propyelene Copolymer, Euphorbia,Cerifera (Candelilla) Wax, Polyethylene, Tocopheryl Acetate, Caprylyl Glycol, Phenoxyethanol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Hexylene Glycol, Mica, Titanium Dioxide, Colourants.",32,NA,0.25,NA
"Spritz. Mist. Glow. Set","Mario Badescu","Facial Spray with Aloe, Cucumber and Green Tea: Aqua (Water, Eau), Propylene Glycol, Mentha Piperita (Peppermint) Leaf Water, Cucumis Sativus (Cucumber) Fruit Water, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Fucus Vesiculosus Extract, Propanediol, Polysorbate 20, Ethylhexylglycerin, Benzophenone-4, Parfum (Fragrance), Sodium Chloride, Citric Acid, Potassium Sorbate, Sodium Benzoate, CI 19140 (Yellow 5), CI 42090 (Blue 1), Hexyl Cinnamal, Limonene, Linalool.

Facial Spray with Aloe, Herbs and Rosewater: Aqua (Water, Eau), Propylene Glycol, Aloe Barbadensis Leaf Juice, Rosa Canina Extract, Thymus Vulgaris (Thyme) Leaf Extract, Fucus Vesiculosus Extract, Gardenia Florida Fruit Extract, Caprylyl Glycol, Hexylene Glycol, Polysorbate 20, Parfum (Fragrance), Phenoxyethanol, Sodium Chloride, Citronellol, Geraniol, CI 17200 (Red 33), CI 42090 (Blue 1).

Facial Spray with Aloe, Chamomile and Lavender: Aqua (Water, Eau), Lavandula Angustifolia (Lavender) Flower Water, Propylene Glycol, Polysorbate 20, Aloe Barbadensis Leaf Juice, Lavandula Angustifolia (Lavender) Oil, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Ethyl Ascorbic Acid, Thymus Vulgaris (Thyme) Leaf Extract, Silver Citrate, Potassium Sorbate, Sodium Benzoate, Benzophenone-4, Triethanolamine, Zeolite, Sodium Sulfate, Citric Acid, Sodium Chloride, CI 60730 (Violet 2).",21,92,NA,80
"Online Only Sir John x Disney The Lion King Sculpting Palette","Luminess Cosmetics","Kasai, Pumba, Heritage: Talc, Mica, Lauroyl Lysine, Bismuth Oxychloride, Silica, Magnesium Stearate, Boron Nitride, Triethylhexanoin, Octyldodecyl Stearoyl Stearate, Hydrogenated Polyisobutene, Dimethicone, Phenoxyethanol, Ethylhexylglycerin, Tocopheryl Acetate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).

Dusk, Marula, Cub: Talc, Mica, Lauroyl Lysine, Bismuth Oxychloride, Silica, Magnesium Stearate, Boron Nitride, Triethylhexanoin, Octyldodecyl Stearoyl Stearate, Dimethicone, Hydrogenated Polyisobutene, Phenoxyethanol, Ethylhexylglycerin, Tocopheryl Acetate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",42,NA,0.84,NA
"Oil Free Eye Makeup Remover","Neutrogena","Water, Cyclopentasiloxane, Cyclohexasiloxane, Aloe Barbadensis Leaf Juice, Benzyl Alcohol, Sodium Chloride, Dipropylene Glycol, Poloxamer 182, Allantoin, Tripotassium EDTA, Benzalkonium Chloride, Glycerin, Cucumber Fruit Extract (Cucumis Sativus), Potassium Phosphate, Dipotassium Phosphate.",7.99,93,5.5,1485
"Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","It Cosmetics","Caprylic / Capric Triglyceride, Bis - Diglyceryl Polyacyladiapate - 2, VP / Hexadecene Copolymer, Cetyl Alcohol, Silica Dimethyl Silylate, Ozokerite, Phenoxyethanol, Aqua (Water, Eau), Ascorbyl Palmitate, Tocopherol, Tocopherylacetate, Magnesium Ascorbyl Phosphate, Cholesteryl Nonanoate, Cholesteryl Oleyl Carbonate, Cholesteryl Chloride, Chrysin, Glycerin, Hydrolyzed Collagen, N - Hydroxysuccinimide, Niacinamide, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide - 7, Retinyl Palmitate, Sodium Hyaluronate, Stearth - 20. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499).",10,89,0.11,1066
"Creaseless Undereye Concealer","Tarte","Caprylic/Capric Triglyceride, Bis-Diglyceryl Polyacyladipate-2, Cetyl Alcohol, VP/Hexadecene Copolymer, Silica Dimethyl Silylate, Microcrystalline Wax/ Cera Microcristallina/Cire Microcristalline, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol, Ascorbyl Palmitate, Passiflora Edulis Seed Oil, Tocopherol. (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77491, CI 77499), Yellow 5 Lake (CI 19140).",26,67,0.23,274
"Mineral Veil Finishing Powder Broad Spectrum SPF 25","BareMinerals","Titanium Dixoide, Zea Mays (Corn Starch), Corn Starch Modified, Zinc Stearate, Silica, Magnesium Stearate. May Contain: Titanium Dioxide, Iron Oxides.",24,97,0.3,1138
"Blush Bomb Color Drops","FLOWER Beauty","",9.99,93,0.3,259
"HD Liquid Coverage Foundation","Catrice","",10.99,89,1.05,537
"Mineral Powder Foundation","ULTA","Mica, Bismuth Oxychloride, Zinc Oxide, Ethylhexyl Palmitate, Sodium Dehydroacetate, Sorbic Acid, Potassium Sorbate, Carthamus Tinctorius (Safflower) Seed Oil, Chamomilla Recutita (Matricaria) Flower extract, Panax Ginseng Root Extract.",14,64,0.35,25
"Fast Base Stick Foundation","Makeup Revolution","Ethylhexyl Palmitate, Hydrogenated Polydecene, Synthetic Wax, Cera Microcristallina, Tridecyl Trimellitate, Bis-Diglyceryl Polyacyladipate-2, Nylon-12, Polyethylene, Triethoxycaprylylsilane, Propylparaben, BHT (+/-) CI 77891, CI 77491, CI 77499, CI 77492.",9,75,0.21,779
"Mineral Blush","ULTA","Mica, Kaolin, Zinc Stearate, Ethylhexyl Palmitate, Phenoxyethanol, Tocopherol, Sodium Dehydroacetate, Abscorbyl Palmitate, Tin Oxide. May Contain: Iron Oxides (CI 77491, CI 77499), Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850).",12,95,0.1,731
"Hot Nights Face Palette","NARS","Pacific, Paradis: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Polybutene, Tin Oxide, Hexylene Glycol, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Carmine (CI 75470), Ferric Ferrocyanide (CI 77510), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Ultramarines (CI 77007).

Maeva, Black Sand: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Polybutene, Hexylene Glycol, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium.

Tautira: Talc, Polymethylsilsesquioxane, Octyldodecyl Stearoyl Stearate, Dimethicone, Zinc Stearate, Dimethiconol Stearate, Tocopherol, Lecithin, Ascorbyl Palmitate, Glyceryl Oleate, Glyceryl Stearate, Polybutene, Aluminum Hydroxide, Hexylene Glycol, Tin Oxide, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Yellow 5 Lake (CI 19140).

Manini: Talc, Dimethicone, Octyldodecyl Stearoyl Stearate, Isostearyl Neopentanoate, Zinc Stearate, Tocopherol, Lecithin, Glyceryl Stearate, Ascorbyl Palmitate, Glyceryl Oleate, Polybutene, Isopropyl Isostearate, Hexylene Glycol, Citric Acid, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).",59,100,0.94,9
"Stay Naked Correcting Concealer","Urban Decay Cosmetics","Aqua / Water / Eau, Cyclopentasiloxane, Butylene Glycol, Silica, Cyclohexasiloxane, Glycerin, Isononyl Isononanoate, PEG/PPG-18/18 Dimethicone, Dimethicone, Camellia Sinensis Leaf Extract, Sodium Chloride, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Isopropyl Titanium Triisostearate, Phenoxyethanol, Trimethylsiloxysilicate, Caprylyl Glycol, Propylene Carbonate, Tocopheryl Acetate, Triethoxycaprylylsilane, Tetrahexyldecyl Ascorbate, Alumina, Carbomer, Sodium Lactate, Litchi Chinensis Pericarp Extract, Polysorbate 20, Biosaccharide Gum-1, Sodium Hyaluronate, Disodium EDTA, Sodium Benzoate, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate. May Contain: CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77163 / Bismuth Oxychloride.",29,71,0.35,20
